save,car_name,move,rad,x,y,speed,point,status,l2,l1,m,r1,r2,max_leng_sensor,count
1,car1,8,3.31,25.91,20.21,1,1,1,309,453,1699,897,402,2000,74
1,car1,8,2.96,24.87,26.02,2,1,1,394,887,1696,463,317,2000,75
1,car1,8,2.72,22.38,31.63,3,1,1,553,2000,676,338,275,2000,76
1,car1,8,3.07,21.96,37.85,4,1,1,398,750,2000,483,300,2000,77
1,car1,8,3.18,22.17,44.12,5,1,1,372,620,2000,577,320,2000,78
1,car1,8,3.52,24.52,49.96,6,1,1,307,387,816,2000,478,2000,79
